"id","baseline","webview_all","webview_android","webview_ios","webview_android_unsupported_compat_features","webview_ios_unsupported_compat_features"
"canvas-2d","2 - widely",FALSE,"partial","partial","api.TextMetrics.emHeightAscent, api.TextMetrics.emHeightDescent, api.TextMetrics.fontBoundingBoxAscent, api.TextMetrics.fontBoundingBoxDescent, api.TextMetrics.hangingBaseline, api.TextMetrics.ideographicBaseline, api.TextMetrics.width","api.CanvasRenderingContext2D.filter, api.CanvasRenderingContext2D.font, api.CanvasRenderingContext2D.fontKerning, api.CanvasRenderingContext2D.fontStretch, api.CanvasRenderingContext2D.fontVariantCaps, api.CanvasRenderingContext2D.getContextAttributes, api.CanvasRenderingContext2D.getImageData, api.CanvasRenderingContext2D.getLineDash, api.CanvasRenderingContext2D.getTransform, api.CanvasRenderingContext2D.globalAlpha, api.CanvasRenderingContext2D.globalCompositeOperation, api.CanvasRenderingContext2D.imageSmoothingEnabled, api.CanvasRenderingContext2D.imageSmoothingQuality, api.CanvasRenderingContext2D.isPointInPath, api.CanvasRenderingContext2D.isPointInPath.path_parameter, api.CanvasRenderingContext2D.isPointInStroke, api.CanvasRenderingContext2D.isPointInStroke.path_parameter, api.CanvasRenderingContext2D.lang, api.CanvasRenderingContext2D.letterSpacing, api.CanvasRenderingContext2D.lineCap, api.CanvasRenderingContext2D.lineDashOffset, api.CanvasRenderingContext2D.lineJoin, api.CanvasRenderingContext2D.lineTo, api.CanvasRenderingContext2D.lineWidth, api.CanvasRenderingContext2D.measureText, api.CanvasRenderingContext2D.miterLimit, api.CanvasRenderingContext2D.moveTo, api.CanvasRenderingContext2D.putImageData, api.CanvasRenderingContext2D.quadraticCurveTo, api.CanvasRenderingContext2D.rect, api.CanvasRenderingContext2D.resetTransform, api.CanvasRenderingContext2D.restore, api.CanvasRenderingContext2D.rotate, api.CanvasRenderingContext2D.save, api.CanvasRenderingContext2D.scale, api.CanvasRenderingContext2D.setLineDash, api.CanvasRenderingContext2D.setTransform, api.CanvasRenderingContext2D.setTransform.matrix_parameter, api.CanvasRenderingContext2D.shadowBlur, api.CanvasRenderingContext2D.shadowColor, api.CanvasRenderingContext2D.shadowOffsetX, api.CanvasRenderingContext2D.shadowOffsetY, api.CanvasRenderingContext2D.stroke, api.CanvasRenderingContext2D.stroke.path_parameter, api.CanvasRenderingContext2D.strokeRect, api.CanvasRenderingContext2D.strokeStyle, api.CanvasRenderingContext2D.strokeText, api.CanvasRenderingContext2D.textAlign, api.CanvasRenderingContext2D.textBaseline, api.CanvasRenderingContext2D.textRendering, api.CanvasRenderingContext2D.transform, api.CanvasRenderingContext2D.translate, api.CanvasRenderingContext2D.wordSpacing, api.HTMLCanvasElement.getContext.2d_context, api.ImageData, api.ImageData.ImageData, api.ImageData.colorSpace, api.ImageData.data, api.ImageData.height, api.ImageData.width, api.ImageData.worker_support, api.Path2D, api.Path2D.Path2D, api.Path2D.addPath, api.Path2D.arc, api.Path2D.arcTo, api.Path2D.bezierCurveTo, api.Path2D.closePath, api.Path2D.ellipse, api.Path2D.lineTo, api.Path2D.moveTo, api.Path2D.quadraticCurveTo, api.Path2D.rect, api.Path2D.roundRect, api.TextMetrics, api.TextMetrics.actualBoundingBoxAscent, api.TextMetrics.actualBoundingBoxDescent, api.TextMetrics.actualBoundingBoxLeft, api.TextMetrics.actualBoundingBoxRight, api.TextMetrics.alphabeticBaseline, api.TextMetrics.emHeightAscent, api.TextMetrics.emHeightDescent, api.TextMetrics.fontBoundingBoxAscent, api.TextMetrics.fontBoundingBoxDescent, api.TextMetrics.hangingBaseline, api.TextMetrics.ideographicBaseline, api.TextMetrics.width"
"canvas-2d-alpha","0 - limited",FALSE,"supported","unsupported","","api.HTMLCanvasElement.getContext.2d_context.options_alpha_parameter"
"canvas-2d-color-management","0 - limited",TRUE,"supported","supported","",""
"canvas-2d-desynchronized","0 - limited",TRUE,"supported","supported","",""
"canvas-2d-willreadfrequently","1 - newly",TRUE,"supported","supported","",""
"canvas-context-lost","0 - limited",FALSE,"supported","unsupported","","api.CanvasRenderingContext2D.isContextLost, api.HTMLCanvasElement.contextlost_event, api.HTMLCanvasElement.contextrestored_event, api.OffscreenCanvas.contextlost_event, api.OffscreenCanvas.contextrestored_event, api.OffscreenCanvasRenderingContext2D.isContextLost"
"canvas-createconicgradient","2 - widely",TRUE,"supported","supported","",""
"canvas-reset","1 - newly",TRUE,"supported","supported","",""
"canvas-roundrect","2 - widely",TRUE,"supported","supported","",""
"cap","1 - newly",TRUE,"supported","supported","",""
"capture-stream-audio-video","0 - limited",FALSE,"supported","unsupported","","api.HTMLMediaElement.captureStream"
"capture-stream-canvas","2 - widely",TRUE,"supported","supported","",""
"caret-color","2 - widely",TRUE,"supported","supported","",""
"caret-shape","0 - limited",FALSE,"unsupported","unsupported","css.properties.caret-shape, css.properties.caret-shape.auto, css.properties.caret-shape.bar, css.properties.caret-shape.block, css.properties.caret-shape.underscore","css.properties.caret-shape, css.properties.caret-shape.auto, css.properties.caret-shape.bar, css.properties.caret-shape.block, css.properties.caret-shape.underscore"
"cascade-layers","2 - widely",TRUE,"supported","supported","",""
"case-insensitive-attributes","2 - widely",TRUE,"supported","supported","",""
"case-sensitive-attributes","0 - limited",FALSE,"unsupported","unsupported","css.selectors.attribute.case_sensitive_modifier","css.selectors.attribute.case_sensitive_modifier"
"ch","2 - widely",TRUE,"supported","supported","",""
"change-event","2 - widely",TRUE,"supported","supported","",""
"channel-messaging","2 - widely",TRUE,"supported","supported","",""
"charset","2 - widely",TRUE,"supported","supported","",""
"check-visibility","1 - newly",TRUE,"supported","supported","",""
"cite","2 - widely",TRUE,"supported","supported","",""
"class-syntax","2 - widely",TRUE,"supported","supported","",""
"clear-site-data","1 - newly",FALSE,"partial","partial","http.headers.Clear-Site-Data.executionContexts, http.headers.Clear-Site-Data.secure_context_required, http.headers.Clear-Site-Data.storage, http.headers.Clear-Site-Data.wildcard","http.headers.Clear-Site-Data.clientHints, http.headers.Clear-Site-Data.cookies, http.headers.Clear-Site-Data.executionContexts, http.headers.Clear-Site-Data.secure_context_required, http.headers.Clear-Site-Data.storage, http.headers.Clear-Site-Data.wildcard"
"clip","0 - limited",TRUE,"supported","supported","",""
"clip-path","2 - widely",TRUE,"supported","supported","",""
"clip-path-animatable","2 - widely",TRUE,"supported","supported","",""
"clip-path-boxes","1 - newly",TRUE,"supported","supported","",""
"clipboard-custom-format","0 - limited",FALSE,"supported","unsupported","","api.ClipboardItem.type_web"
"clipboard-events","2 - widely",TRUE,"supported","supported","",""
"clipboard-supports","1 - newly",TRUE,"supported","supported","",""
"clipboard-svg","0 - limited",FALSE,"supported","unsupported","","api.ClipboardItem.type_image_svg_xml"
"clipboard-unsanitized-formats","0 - limited",FALSE,"supported","unsupported","","api.Clipboard.read.formats_unsanitized_parameter"
"clipboardchange","0 - limited",TRUE,"supported","supported","",""
"closewatcher","0 - limited",FALSE,"supported","unsupported","","api.CloseWatcher, api.CloseWatcher.CloseWatcher, api.CloseWatcher.cancel_event, api.CloseWatcher.close, api.CloseWatcher.close_event, api.CloseWatcher.destroy, api.CloseWatcher.requestClose"
"code","2 - widely",TRUE,"supported","supported","",""
"color","2 - widely",TRUE,"supported","supported","",""
"color-adjust","0 - limited",FALSE,"unsupported","supported","css.properties.color-adjust",""
"color-contrast","0 - limited",TRUE,"supported","supported","",""
"color-function","1 - newly",TRUE,"supported","supported","",""
"color-gamut","1 - newly",TRUE,"supported","supported","",""
"color-mix","1 - newly",TRUE,"supported","supported","",""
"color-scheme","2 - widely",TRUE,"supported","supported","",""
"colrv0","2 - widely",TRUE,"supported","supported","",""
"colrv1","0 - limited",FALSE,"supported","unsupported","","css.at-rules.font-face.OpenType_COLRv1"
"column-breaks","0 - limited",FALSE,"supported","partial","","css.properties.break-after.multicol_context, css.properties.break-after.multicol_context.avoid, css.properties.break-after.multicol_context.avoid-column, css.properties.break-after.multicol_context.column, css.properties.break-before.avoid-column, css.properties.break-before.column, css.properties.break-before.multicol_context, css.properties.break-before.multicol_context.avoid, css.properties.break-before.multicol_context.avoid-column, css.properties.break-before.multicol_context.column, css.properties.break-inside.avoid-column, css.properties.break-inside.multicol_context, css.properties.break-inside.multicol_context.avoid-column"
"column-fill","2 - widely",TRUE,"supported","supported","",""
"column-pseudo","0 - limited",FALSE,"supported","unsupported","","css.selectors.column, css.selectors.column.nested_scroll-marker"
"column-span","2 - widely",TRUE,"supported","supported","",""
"composed-ranges","1 - newly",TRUE,"supported","supported","",""
"composition-events","2 - widely",TRUE,"supported","supported","",""
"compression-dictionary-transport","0 - limited",FALSE,"supported","unsupported","","html.elements.link.rel.compression-dictionary, http.headers.Accept-Encoding.dcb, http.headers.Accept-Encoding.dcz, http.headers.Available-Dictionary, http.headers.Content-Encoding.dcb, http.headers.Content-Encoding.dcz, http.headers.Dictionary-ID, http.headers.Use-As-Dictionary"
"compression-streams","1 - newly",TRUE,"supported","supported","",""
"compute-pressure","0 - limited",FALSE,"unsupported","unsupported","api.PressureObserver, api.PressureObserver.PressureObserver, api.PressureObserver.disconnect, api.PressureObserver.knownSources_static, api.PressureObserver.observe, api.PressureObserver.takeRecords, api.PressureObserver.unobserve, api.PressureRecord, api.PressureRecord.source, api.PressureRecord.state, api.PressureRecord.time, api.PressureRecord.toJSON, html.elements.iframe.allow.compute-pressure, http.headers.Permissions-Policy.compute-pressure","api.PressureObserver, api.PressureObserver.PressureObserver, api.PressureObserver.disconnect, api.PressureObserver.knownSources_static, api.PressureObserver.observe, api.PressureObserver.takeRecords, api.PressureObserver.unobserve, api.PressureRecord, api.PressureRecord.source, api.PressureRecord.state, api.PressureRecord.time, api.PressureRecord.toJSON, html.elements.iframe.allow.compute-pressure, http.headers.Permissions-Policy.compute-pressure"
"conic-gradients","2 - widely",TRUE,"supported","supported","",""
"console","2 - widely",TRUE,"supported","supported","",""
"constraint-validation","2 - widely",TRUE,"supported","supported","",""
"constructed-stylesheets","2 - widely",FALSE,"partial","supported","api.CSSStyleSheet.CSSStyleSheet.options_baseURL_parameter, api.CSSStyleSheet.replace, api.CSSStyleSheet.replaceSync, api.Document.adoptedStyleSheets, api.ShadowRoot.adoptedStyleSheets",""
"contact-picker","0 - limited",FALSE,"supported","unsupported","","api.ContactAddress, api.ContactAddress.addressLine, api.ContactAddress.city, api.ContactAddress.country, api.ContactAddress.dependentLocality, api.ContactAddress.organization, api.ContactAddress.phone, api.ContactAddress.postalCode, api.ContactAddress.recipient, api.ContactAddress.region, api.ContactAddress.sortingCode, api.ContactAddress.toJSON, api.ContactsManager, api.ContactsManager.getProperties, api.ContactsManager.select, api.Navigator.contacts"
"contain","2 - widely",TRUE,"supported","supported","",""
"contain-inline-size","2 - widely",TRUE,"supported","supported","",""
"contain-intrinsic-size","1 - newly",TRUE,"supported","supported","",""
"contain-layout","2 - widely",TRUE,"supported","supported","",""
"contain-paint","2 - widely",TRUE,"supported","supported","",""
"contain-size","2 - widely",TRUE,"supported","supported","",""
"contain-style","2 - widely",TRUE,"supported","supported","",""
"container-queries","2 - widely",TRUE,"supported","supported","",""
"container-scroll-state-queries","0 - limited",FALSE,"supported","unsupported","","css.at-rules.container.scroll-state_queries, css.at-rules.container.scroll-state_queries.scrollable, css.at-rules.container.scroll-state_queries.snapped, css.at-rules.container.scroll-state_queries.stuck, css.properties.container-type.scroll-state"
"container-style-queries","0 - limited",TRUE,"supported","supported","",""
"content","2 - widely",FALSE,"partial","partial","css.properties.content.none_applies_to_elements, css.properties.content.normal, css.properties.content.url, css.types.string, css.types.string.unicode_escaped_characters","css.properties.content.none_applies_to_elements, css.properties.content.normal, css.properties.content.url, css.types.string, css.types.string.unicode_escaped_characters"
"content-index","0 - limited",FALSE,"supported","unsupported","","api.ContentIndex, api.ContentIndex.add, api.ContentIndex.delete, api.ContentIndex.getAll, api.ContentIndexEvent, api.ContentIndexEvent.ContentIndexEvent, api.ContentIndexEvent.id, api.ServiceWorkerGlobalScope.contentdelete_event, api.ServiceWorkerRegistration.index"
"content-visibility","1 - newly",TRUE,"supported","supported","",""
"contenteditable","2 - widely",TRUE,"supported","supported","",""
"contenteditable-plaintextonly","1 - newly",TRUE,"supported","supported","",""
"context-fill-stroke","0 - limited",FALSE,"supported","unsupported","","svg.elements.circle.fill.context-fill, svg.elements.ellipse.fill.context-fill, svg.elements.path.fill.context-fill, svg.elements.polygon.fill.context-fill, svg.elements.polyline.fill.context-fill, svg.elements.rect.fill.context-fill, svg.elements.text.fill.context-fill, svg.elements.textPath.fill.context-fill, svg.elements.tspan.fill.context-fill, svg.global_attributes.stroke.context-stroke"
